word,n,rank
一對一,3,211
一毛錢,3,212
不勞而獲,3,213
不只是,3,214
不平等條約,3,215
不平衡,3,216
不會有,3,217
不甘心,3,218
不管怎樣,3,219
不適合,3,220
主持人,3,221
也會有,3,222
事實證明,3,223
人際關係,3,224
什麼東西,3,225
到底有,3,226
制高點,3,227
卻沒有,3,228
只不过,3,229
只要有,3,230
各方面,3,231
合理化,3,232
單身漢,3,233
坐享其成,3,234
大自然,3,235
大錯特錯,3,236
小心翼翼,3,237
少子化,3,238
就应该,3,239
年齡層,3,240
弄出來,3,241
很喜歡,3,242
得不到,3,243
心甘情願,3,244
怎麼樣,3,245
怎麼說,3,246
想不開,3,247
感受到,3,248
應該會,3,249
成年人,3,250
我不是,3,251
我爱你,3,252
才不會,3,253
找不到,3,254
有心人士,3,255
未成年,3,256
殊不知,3,257
没什么,3,258
犯罪行為,3,259
男孩子,3,260
看不下去,3,261
看不到,3,262
管不住,3,263
经历过,3,264
聽起來,3,265
自古以來,3,266
自立自強,3,267
自行車,3,268
莫名其妙,3,269
說出來,3,270
說穿了,3,271
謝謝你,3,272
買東西,3,273
跑出來,3,274
重男轻女,3,275
阿美族,3,276
電動車,3,277
靠自己,3,278
12w,2,279
16.5,2,280
17.3,2,281
23.6,2,282
24.8,2,283
46.3,2,284
6.6,2,285
79.9,2,286
ccp,2,287
g6j,2,288
h1j,2,289
jg6vz,2,290
jpg,2,291
lives,2,292
matter,2,293
q8g,2,294
r3f,2,295
ri8dg3ns9l,2,296
sjw,2,297
sss,2,298
tn1zf,2,299
user,2,300
v1f,2,301
waf,2,302
xxn,2,303
一分錢,2,304
一大堆,2,305
一廂情願,2,306
一方面,2,307
一群人,2,308
一般人,2,309
一辈子,2,310
不会有,2,311
不再是,2,312
不出來,2,313
不可思議,2,314
不合理,2,315
不在少數,2,316
不愧是,2,317
不應該,2,318
不正確,2,319
不知情,2,320
不至於,2,321
不願意,2,322
之所以,2,323
也許是,2,324
了不起,2,325
五六十歲,2,326
什么时候,2,327
今天是,2,328
以为是,2,329
信用卡,2,330
偏執狂,2,331
健身房,2,332
傳過來,2,333
先入為主,2,334
兩件事,2,335
出生率,2,336
功利主義,2,337
匪夷所思,2,338
十几块,2,339
十分鐘,2,340
十分钟,2,341
十块钱,2,342
十塊錢,2,343
单方面,2,344
原來是,2,345
受不了,2,346
受壓迫,2,347
另一方面,2,348
可不可以,2,349
可以說是,2,350
吃軟飯,2,351
各付各的,2,352
各取所需,2,353
吸血鬼,2,354
唯物主義,2,355
坦白說,2,356
塑造成,2,357
大概是,2,358
天花板,2,359
女孩子,2,360
女權主義,2,361
好不容易,2,362
好朋友,2,363
如果有,2,364
嫁出去,2,365
嫁雞隨雞,2,366
家務事,2,367
寄生蟲,2,368
實質上,2,369
就不能,2,370
就算是,2,371
市場上,2,372
幾十年,2,373
很可能,2,374
很簡單,2,375
從來沒有,2,376
從小到大,2,377
心理學,2,378
心生不滿,2,379
心目中,2,380
必需品,2,381
怎麼辦,2,382
想像力,2,383
意味著,2,384
我也不,2,385
或者是,2,386
捨不得,2,387
接下來,2,388
搞不好,2,389
搞清楚,2,390
斤斤計較,2,391
旁觀者,2,392
明明是,2,393
最厲害,2,394
有一套,2,395
有目共睹,2,396
有錢人,2,397
服兵役,2,398
民主政治,2,399
注意到,2,400
洗衣服,2,401
無期徒刑,2,402
物以類聚,2,403
物極必反,2,404
玉石俱焚,2,405
理所当然,2,406
理直氣壯,2,407
甘之如飴,2,408
甜言蜜語,2,409
男主角,2,410
男朋友,2,411
當事人,2,412
相夫教子,2,413
看一下,2,414
看清楚,2,415
社會學,2,416
社會風氣,2,417
笑死人,2,418
絆腳石,2,419
絕口不提,2,420
總而言之,2,421
翻白眼,2,422
老人家,2,423
背地裡,2,424
能不能,2,425
自欺欺人,2,426
至死不渝,2,427
落井下石,2,428
補償金,2,429
要不然,2,430
親朋好友,2,431
談不上,2,432
貨真價實,2,433
貫徹始終,2,434
走下去,2,435
走出来,2,436
越来越,2,437
跳出來,2,438
辛辛苦苦,2,439
还真是,2,440
进一步,2,441
退回去,2,442
這幾天,2,443
還沒有,2,444
那句話,2,445
重要性,2,446
長幼有序,2,447
長篇大論,2,448
門當戶對,2,449
開玩笑,2,450
關鍵字,2,451
陌生人,2,452
青梅竹馬,2,453
頂多是,2,454
高中生,2,455
鬧起來,2,456
0.4,1,457
1.3,1,458
10w,1,459
19xx,1,460
29.7,1,461
35w,1,462
38.8w,1,463
4.23,1,464
5.21,1,465
5.60,1,466
50w,1,467
51w,1,468
66666.66,1,469
7.1,1,470
7.5,1,471
___,1,472
annoying,1,473
apa,1,474
app,1,475
attached,1,476
basic,1,477
beta,1,478
black,1,479
boss,1,480
buff,1,481
c9623,1,482
carbon,1,483
cctv,1,484
cluqhxc_p0j,1,485
cny,1,486
context,1,487
dcard,1,488
digger,1,489
easier,1,490
edit.zh90,1,491
emmm,1,492
emo,1,493
faith,1,494
feminist,1,495
flag,1,496
gay,1,497
gold,1,498
google,1,499
h6s,1,500
i6n,1,501
itu,1,502
iwin,1,503
jenweng6454,1,504
kol,1,505
ku7hn,1,506
l6j,1,507
lesbian,1,508
love,1,509
lu4dc3yv875,1,510
m8k,1,511
mgtow,1,512
mod,1,513
money,1,514
n1n,1,515
neko,1,516
o2y,1,517
o8v,1,518
oversimplied,1,519
p6t,1,520
person,1,521
ps5,1,522
psychology,1,523
r3n,1,524
r9j,1,525
ray,1,526
red,1,527
rmb,1,528
rustspear,1,529
s1p,1,530
secularmarriagelaw,1,531
si2h2l,1,532
sifxxfgsqn8sd0lt8i,1,533
sink,1,534
ssr,1,535
ssss,1,536
themarriageofcanonlaw,1,537
tiktok,1,538
tmd,1,539
tvbs,1,540
ud3qk,1,541
v7k,1,542
v7q,1,543
versa,1,544
vice,1,545
vtuber,1,546
vy3sm,1,547
w7u,1,548
world,1,549
www,1,550
x7p,1,551
xdd,1,552
xddddd,1,553
xddddddd,1,554
xoxo,1,555
xw4cw,1,556
xxx,1,557
y5l,1,558
yeah,1,559
zzzz,1,560
一丁點,1,561
一不小心,1,562
一乾二淨,1,563
一件事,1,564
一個樣,1,565
一切都,1,566
一勞永逸,1,567
一厢情愿,1,568
一回事,1,569
一團糟,1,570
一堂課,1,571
一夕之間,1,572
一家之主,1,573
一无所有,1,574
一會兒,1,575
一朵花,1,576
一模一樣,1,577
一樣會,1,578
一氣之下,1,579
一直都,1,580
一瞬间,1,581
一竅不通,1,582
一系列,1,583
一艘船,1,584
一起來,1,585
一連串,1,586
一道菜,1,587
一陣子,1,588
一頭撞死,1,589
一顿饭,1,590
七十二變,1,591
三不五時,1,592
三個月,1,593
三次元,1,594
三言兩語,1,595
上進心,1,596
下定決心,1,597
不了了之,1,598
不予置評,1,599
不亦乐乎,1,600
不介意,1,601
不以為然,1,602
不作為,1,603
不信任,1,604
不健康,1,605
不切實際,1,606
不及格,1,607
不可抗力,1,608
不可收拾,1,609
不可磨滅,1,610
不善於,1,611
不單是,1,612
不在家,1,613
不堪入目,1,614
不太會,1,615
不履行,1,616
不得好死,1,617
不必要,1,618
不懷好意,1,619
不折不扣,1,620
不擇手段,1,621
不明事理,1,622
不景气,1,623
不止是,1,624
不痛不痒,1,625
不知好歹,1,626
不知廉耻,1,627
不約而同,1,628
不约而同,1,629
不自覺,1,630
不要臉,1,631
不見了,1,632
不見得,1,633
不言而喻,1,634
不論是,1,635
不负责任,1,636
世世代代,1,637
世界中,1,638
两条路,1,639
中國大陸,1,640
中央社,1,641
中西部,1,642
主權國家,1,643
主要原因,1,644
主題曲,1,645
久而久之,1,646
乍看之下,1,647
九牛一毛,1,648
也不会,1,649
也没有,1,650
买东西,1,651
亂丟垃圾,1,652
予取予求,1,653
二分法,1,654
二十四,1,655
二次元,1,656
互動關係,1,657
交通安全,1,658
享受到,1,659
亲密关系,1,660
人不為己,1,661
人家说,1,662
什么东西,1,663
仍然是,1,664
从来没有,1,665
他們倆,1,666
他妈的,1,667
代名詞,1,668
以至于,1,669
以身作則,1,670
伊拉克,1,671
低收入,1,672
何況是,1,673
你來我往,1,674
來路不明,1,675
侵犯到,1,676
保險套,1,677
假道學,1,678
做什麼,1,679
做牛做馬,1,680
停留在,1,681
傳宗接代,1,682
傷亡人數,1,683
傾家蕩產,1,684
僅僅是,1,685
僧多粥少,1,686
先後順序,1,687
內分泌,1,688
全身上下,1,689
全身而退,1,690
兩句話,1,691
兩回事,1,692
兩小時,1,693
兩性之間,1,694
兩極分化,1,695
公共秩序,1,696
公安局,1,697
共產主義,1,698
其实是,1,699
再也不会,1,700
再好不過,1,701
几十个,1,702
几百块,1,703
出發點,1,704
分不清,1,705
分而治之,1,706
分道揚鑣,1,707
到处都,1,708
到時候,1,709
到頭來,1,710
劃分為,1,711
加班費,1,712
动不动,1,713
動動手,1,714
動物界,1,715
勞動力,1,716
十多岁,1,717
十多年,1,718
单单是,1,719
博物館,1,720
占有欲,1,721
即使是,1,722
却没有,1,723
卻不會,1,724
卻沒能,1,725
反而會,1,726
反过来,1,727
反過來說,1,728
反革命,1,729
古時候,1,730
另一回事,1,731
另一種,1,732
另一边,1,733
只不過,1,734
只不過是,1,735
只剩下,1,736
只要能,1,737
只記得,1,738
只需要,1,739
可不是,1,740
可笑的是,1,741
台北市,1,742
司空見慣,1,743
吃不了,1,744
吃不到,1,745
各式各樣,1,746
同溫層,1,747
吸引力,1,748
咖啡廳,1,749
哈雷彗星,1,750
唯物主义,1,751
啦啦隊,1,752
四亿人,1,753
四十万,1,754
回老家,1,755
因地制宜,1,756
因時制宜,1,757
因此而,1,758
团结一致,1,759
围绕着,1,760
團團轉,1,761
地下鐵,1,762
報名費,1,763
塑膠袋,1,764
壓下來,1,765
壓下去,1,766
壓根兒,1,767
外星人,1,768
多半會,1,769
多少钱,1,770
多樣性,1,771
多此一舉,1,772
夜總會,1,773
大公無私,1,774
大多是,1,775
大張旗鼓,1,776
大驚小怪,1,777
天災人禍,1,778
天经地义,1,779
天誅地滅,1,780
天鵝肉,1,781
太鲁阁,1,782
奢侈品,1,783
女主人,1,784
女强人,1,785
好了嗎,1,786
好多人,1,787
妥善處理,1,788
嫡长子,1,789
孝順父母,1,790
孟婆湯,1,791
安樂死,1,792
完美無瑕,1,793
害群之馬,1,794
實際情況,1,795
寧缺勿濫,1,796
对不起,1,797
导火索,1,798
對得起,1,799
對號入座,1,800
小姑娘,1,801
小朋友,1,802
少之又少,1,803
居然是,1,804
山盟海誓,1,805
山窮水盡,1,806
工程師,1,807
已达成,1,808
布袋戲,1,809
常聽到,1,810
干什么,1,811
平易近人,1,812
幾乎是,1,813
幾十個,1,814
幾句話,1,815
廣東話,1,816
延續到,1,817
引入歧途,1,818
弱勢團體,1,819
归结为,1,820
待人接物,1,821
很喜欢,1,822
很遗憾,1,823
從來不,1,824
從來沒,1,825
循序漸進,1,826
心地善良,1,827
心安理得,1,828
心灰意冷,1,829
心甘情愿,1,830
必經之路,1,831
忍氣吞聲,1,832
志同道合,1,833
志願者,1,834
忠實觀眾,1,835
怎麼回事,1,836
怎麼搞的,1,837
怕不怕,1,838
惡性循環,1,839
惱羞成怒,1,840
想不到,1,841
想看看,1,842
愈來愈,1,843
愛屋及烏,1,844
感情用事,1,845
感覺到,1,846
成家立業,1,847
我还是,1,848
或多或少,1,849
或許是,1,850
戰國時代,1,851
房地產,1,852
所做所為,1,853
所谓的,1,854
才可以,1,855
才算是,1,856
打光棍,1,857
打手槍,1,858
打抱不平,1,859
打麻將,1,860
扯進去,1,861
找回來,1,862
找工作,1,863
把握住,1,864
把這兩,1,865
拆開來,1,866
拉肚子,1,867
拍出來,1,868
拍案惊奇,1,869
拿不到,1,870
拿回来,1,871
挑毛病,1,872
掉下來,1,873
排行榜,1,874
接觸到,1,875
搞什麼,1,876
搞出來,1,877
搬出來,1,878
擋箭牌,1,879
收容所,1,880
收買人心,1,881
政府機關,1,882
敢不敢,1,883
數學家,1,884
文化大革命,1,885
时不时,1,886
明眼人,1,887
時有所聞,1,888
暴發戶,1,889
曾經有,1,890
最上面,1,891
有利於,1,892
有句話,1,893
有意思,1,894
有意義,1,895
有所不同,1,896
有道理,1,897
未知數,1,898
李自成,1,899
束之高閣,1,900
東南亞,1,901
東拉西扯,1,902
果然是,1,903
柬埔寨,1,904
柴米油鹽,1,905
根深柢固,1,906
格式化,1,907
榨汁機,1,908
標點符號,1,909
橫行霸道,1,910
欲蓋彌彰,1,911
正好是,1,912
正確性,1,913
正義感,1,914
此時此刻,1,915
歷險記,1,916
歸根到底,1,917
每一个人,1,918
比不上,1,919
比如說,1,920
比得上,1,921
比方說,1,922
比起來,1,923
毫不掩饰,1,924
民進黨,1,925
水洩不通,1,926
水電費,1,927
沉下去,1,928
沉迷于,1,929
沒出來,1,930
沒意思,1,931
沒良心,1,932
沒道理,1,933
泥石流,1,934
洗衣機,1,935
活生生,1,936
流浪漢,1,937
海底撈月,1,938
海枯石爛,1,939
消費者,1,940
淋漓盡致,1,941
清官難斷,1,942
溫和派,1,943
滿腦子,1,944
滿街跑,1,945
演變成,1,946
潑冷水,1,947
潛意識,1,948
潛移默化,1,949
為何會,1,950
為國家,1,951
烂泥巴,1,952
烏托邦,1,953
無中生有,1,954
無可奈何,1,955
無可救藥,1,956
無奇不有,1,957
無所不在,1,958
無時無刻,1,959
無欲則剛,1,960
無止境,1,961
無止盡,1,962
無濟於事,1,963
無疑是,1,964
無神論,1,965
無聲無息,1,966
照理說,1,967
熱騰騰,1,968
爭奪戰,1,969
爱不爱,1,970
物理學家,1,971
犧牲品,1,972
犯不著,1,973
獨一無二,1,974
獨當一面,1,975
獻殷勤,1,976
理智的,1,977
理直气壮,1,978
環環相扣,1,979
甜甜蜜蜜,1,980
生殖器官,1,981
生物學,1,982
生產力,1,983
留不住,1,984
異曲同工,1,985
當局者迷,1,986
當然會,1,987
癩蛤蟆,1,988
發神經,1,989
發達國家,1,990
白開水,1,991
百分之百,1,992
百善孝為先,1,993
的确是,1,994
的確是,1,995
盜亦有道,1,996
盡全力,1,997
監護人,1,998
直截了當,1,999
相提並論,1,1000
省吃儉用,1,1001
看不出,1,1002
看不出來,1,1003
看不慣,1,1004
看不見,1,1005
看不起,1,1006
看不透,1,1007
看來看去,1,1008
看起来,1,1009
真不愧是,1,1010
真實性,1,1011
真服了,1,1012
短時間,1,1013
确有其事,1,1014
確實是,1,1015
社交圈,1,1016
社會福利,1,1017
神愛世人,1,1018
神經病,1,1019
科學家,1,1020
移情別戀,1,1021
站出來,1,1022
站起來,1,1023
竟然是,1,1024
竭盡全力,1,1025
端午節,1,1026
第三者,1,1027
等同於,1,1028
管不了,1,1029
管理者,1,1030
簡直是,1,1031
終究是,1,1032
終究會,1,1033
絕不能,1,1034
絕大多數,1,1035
絕對優勢,1,1036
經年累月,1,1037
總是會,1,1038
罪證確鑿,1,1039
羅馬帝國,1,1040
美其名曰,1,1041
羞恥心,1,1042
習以為常,1,1043
習慣於,1,1044
老好人,1,1045
老實說,1,1046
老百姓,1,1047
老老實實,1,1048
而不能,1,1049
聯想到,1,1050
聲淚俱下,1,1051
肚子痛,1,1052
肯不肯,1,1053
自信心,1,1054
自導自演,1,1055
自發性,1,1056
自相矛盾,1,1057
自知之明,1,1058
自討苦吃,1,1059
自食其力,1,1060
至少有,1,1061
舉例來說,1,1062
舍不得,1,1063
荷尔蒙,1,1064
荷爾蒙,1,1065
莫須有,1,1066
萬不得已,1,1067
萬念俱灰,1,1068
虛情假意,1,1069
虛榮心,1,1070
行雲流水,1,1071
衝進去,1,1072
被剝削,1,1073
西元前,1,1074
見怪不怪,1,1075
親密關係,1,1076
親眼所見,1,1077
親眼看到,1,1078
親身經歷,1,1079
视而不见,1,1080
言下之意,1,1081
言論自由,1,1082
計劃生育,1,1083
說不出,1,1084
說不定,1,1085
說說看,1,1086
談不攏,1,1087
諾貝爾,1,1088
護身符,1,1089
说起来,1,1090
負責人,1,1091
資產階級,1,1092
走來走去,1,1093
走過來,1,1094
跳出来,1,1095
身分證,1,1096
身敗名裂,1,1097
輕鬆自在,1,1098
转来转去,1,1099
输不起,1,1100
辦公室,1,1101
这一阵子,1,1102
这几天,1,1103
迫在眉睫,1,1104
追不上,1,1105
追根究底,1,1106
追溯到,1,1107
退休金,1,1108
逍遙法外,1,1109
逍遙自在,1,1110
這一點,1,1111
這幾個,1,1112
這方面,1,1113
進一步,1,1114
遇人不淑,1,1115
達爾文,1,1116
遙遙領先,1,1117
適可而止,1,1118
適婚年齡,1,1119
適當的,1,1120
避而不談,1,1121
避重就轻,1,1122
還不清楚,1,1123
還算是,1,1124
還願意,1,1125
那幾個,1,1126
都不能,1,1127
都還沒,1,1128
配不上,1,1129
酸甜苦辣,1,1130
金光黨,1,1131
金科玉律,1,1132
銀貨兩訖,1,1133
鎂光燈,1,1134
钻牛角尖,1,1135
長久之計,1,1136
長時間,1,1137
長距離,1,1138
防不勝防,1,1139
陰陽怪氣,1,1140
隨隨便便,1,1141
雙手贊成,1,1142
電視劇,1,1143
青少年,1,1144
青紅皂白,1,1145
面對現實,1,1146
顯而易見,1,1147
颠三倒四,1,1148
食物中毒,1,1149
飢腸轆轆,1,1150
馬鈴薯,1,1151
骨子裡,1,1152
體現出,1,1153
高談闊論,1,1154
鹹魚翻身,1,1155
黃泉路,1,1156
黃金歲月,1,1157
黑黑的,1,1158
